"Sparkle PIVOT Sample CFU plating data recording sheet. Manually enter your data in columns marked with a ⭐ (optional: †) and the other columns should auto-calculate appropriately. The data are sortable, and can be filtered using the dropdowns in each column.",,,,,,,,,,,,,,,,,,,,,,
⭐,⭐,⭐,⭐,†,⭐,†,⭐,,⭐,,⭐,⭐,⭐,⭐,†,,,,,,,†
IFF10202022-1 T2,,,21,"4, 5",3,,0.3,5.7,EC,1/5/23,2/27/23,1.00E+05,69,81,78,3.04E+08,2.50E+07,5.78E+09,4.75E+08,8.20%,0.308,"SP-SDS, Water Activity= 0.308"
IFF10202022-1 T3,,,4,"4, 5",3,,0.3,5.7,EC,1/5/23,2/27/23,1.00E+06,106,119,86,4.15E+09,6.65E+08,7.88E+10,1.26E+10,16.00%,,SP-SDS
IFF10202022-1 T4,,,21,"5, 6",3,,0.3,5.7,EC,1/5/23,2/27/23,1.00E+04,184,167,187,7.17E+07,4.31E+06,1.36E+09,8.20E+07,6.00%,0.329,"SP-SDS, Water Activity= 0.329"
IFF10202022-2 T1,,,21,"4, 5",3,,0.3,5.7,EC,1/5/23,2/27/23,1.00E+04,24,16,18,7.73E+06,1.67E+06,1.47E+08,3.16E+07,21.50%,0.324,"SP-SDS, Water Activity= 0.324"
IFF10202022-2 T2,,,21,"4, 5",3,,0.3,5.7,EC,1/5/23,2/27/23,1.00E+04,23,24,32,1.05E+07,1.97E+06,2.00E+08,3.75E+07,18.70%,0.227,"SP-SDS, Water Activity= 0.227 "
IFF10202022-2 T3,,,4,"5, 6",3,,0.3,5.7,EC,1/5/23,2/27/23,1.00E+06,57,74,74,2.73E+09,3.93E+08,5.19E+10,7.46E+09,14.40%,,SP-SDS
IFF10202022-2 T4,,,21,"4, 5",3,,0.3,5.7,EC,1/5/23,2/27/23,1.00E+04,7,12,12,4.13E+06,1.15E+06,7.85E+07,2.19E+07,27.90%,0.301,"SP-SDS, Water Activity= 0.301"
AKLUB 030623 AA #5,,,,"5, 6, 7",3,,0.3,5.7,EC,3/9/23,3/9/23,1.00E+07,62,65,53,2.40E+10,2.50E+09,4.56E+11,4.75E+10,10.40%,,
AKLUB 030323 AA,,,,"5, 6, 7",3,,0.3,5.7,EC,3/9/23,3/9/23,1.00E+07,49,40,45,1.79E+10,1.80E+09,3.39E+11,3.43E+10,10.10%,,
EDKOKO 022823 01,,,,"5, 6, 7",3,,0.3,5.7,EC,3/9/23,3/9/23,1.00E+06,159,191,184,7.12E+09,6.73E+08,1.35E+11,1.28E+10,9.50%,,
EDKLUB 022823 03,,,,"5, 6, 7",2,,0.3,5.7,EC,3/9/23,3/9/23,1.00E+07,46,53,,1.98E+10,1.98E+09,3.76E+11,3.76E+10,10.00%,,
FD-23-0006-T1,,,,"6, 7",2,,0.3,5.7,EC,3/13/23,3/13/23,1.00E+06,280,262,,1.08E+10,5.09E+08,2.06E+11,9.67E+09,4.70%,,
FD-23-0006-T2,,,,"6, 7",2,,0.3,5.7,EC,3/13/23,3/13/23,1.00E+06,272,297,,1.14E+10,7.07E+08,2.16E+11,1.34E+10,6.20%,,
FD-23-0006-T3,,,,"6, 7",2,,0.3,5.7,EC,3/13/23,3/13/23,1.00E+07,41,55,,1.92E+10,3.96E+09,3.65E+11,7.52E+10,20.60%,,
FD-23-0006-T4,,,,"6, 7",2,,0.3,5.7,EC,3/13/23,3/13/23,1.00E+07,31,31,,1.24E+10,0.00E+00,2.36E+11,0.00E+00,0.00%,,
FD-23-0006-T5,,,,"6, 7",2,,0.3,5.7,EC,3/13/23,3/13/23,1.00E+07,62,61,,2.46E+10,2.83E+08,4.67E+11,5.37E+09,1.10%,,
AKLUB 030623 AA #5,,,,"6, 7",3,,0.3,5.7,EC,3/9/23,3/14/23,1.00E+07,32,40,30,1.36E+10,2.12E+09,2.58E+11,4.02E+10,15.60%,,
AKLUB 030323 AA,,,,"6, 7",3,,0.3,5.7,EC,3/9/23,3/14/23,1.00E+07,45,50,61,2.08E+10,3.27E+09,3.95E+11,6.22E+10,15.70%,,
EDKOKO 022823 01,,,,"6, 7",3,,0.3,5.7,EC,3/9/23,3/14/23,1.00E+07,54,49,53,2.08E+10,1.06E+09,3.95E+11,2.01E+10,5.10%,,
EDKLUB 022823 03,,,,"6, 7",3,,0.3,5.7,EC,3/9/23,3/14/23,1.00E+07,51,53,56,2.13E+10,1.01E+09,4.05E+11,1.91E+10,4.70%,,
EDKLUB 030623 04,OFD,,,"6, 7",3,,0.3,5.7,EC,3/23/23,3/23/23,1.00E+07,67,64,53,2.45E+10,2.95E+09,4.66E+11,5.60E+10,12.00%,,
EDKLUB 030823 05,OFD,,,"6, 7",3,,0.3,5.7,EC,3/23/23,3/23/23,1.00E+07,35,47,55,1.83E+10,4.03E+09,3.47E+11,7.65E+10,22.00%,,
EDKLUB 031023 06,OFD,,,"6, 7",3,,0.3,5.7,EC,3/23/23,3/23/23,1.00E+07,70,63,74,2.76E+10,2.23E+09,5.24E+11,4.23E+10,8.10%,,
EDKLUB 031312 07 ,OFD,,,"6, 7",3,,0.3,5.7,EC,3/23/23,3/23/23,1.00E+07,58,40,49,1.96E+10,3.60E+09,3.72E+11,6.84E+10,18.40%,,
EDKLUB 031312 08,OFD,,,"6, 7",3,,0.3,5.7,EC,3/23/23,3/23/23,1.00E+07,73,58,65,2.61E+10,3.00E+09,4.97E+11,5.70E+10,11.50%,,
ABKLUB 031623AA #9,Thrive,,,"6, 7",3,,0.3,5.7,EC,3/23/23,3/23/23,1.00E+07,87,63,72,2.96E+10,4.85E+09,5.62E+11,9.21E+10,16.40%,,
ABKLUB 031823AA #10,Thrive,,,"6, 7",3,,0.3,5.7,EC,3/23/23,3/23/23,1.00E+07,59,65,66,2.53E+10,1.51E+09,4.81E+11,2.88E+10,6.00%,,
ABKLUB 032023AA #11,Thrive ,,,"6, 7",3,,0.3,5.7,EC,3/23/23,3/23/23,1.00E+07,68,86,77,3.08E+10,3.60E+09,5.85E+11,6.84E+10,11.70%,,
ABKLUB 030823AA,,,,,3,,0.3,5.7,KH,3/20/23,3/20/23,1.00E+07,42,55,62,2.12E+10,4.06E+09,4.03E+11,7.71E+10,19.10%,,
ABKLUB 031023AA,,,,,3,,0.3,5.7,KH,3/20/23,3/20/23,1.00E+07,63,60,46,2.25E+10,3.63E+09,4.28E+11,6.90E+10,16.10%,,
ABKLUB 031323AA,,,,,3,,0.3,5.7,KH,3/20/23,3/20/23,1.00E+07,66,54,60,2.40E+10,2.40E+09,4.56E+11,4.56E+10,10.00%,,
FDL-111A-T1,,Pellet,,"6, 7",3,,0.3,5.7,EC,3/30/23,3/30/23,1.00E+07,44,35,40,1.59E+10,1.80E+09,3.01E+11,3.43E+10,11.40%,,
FDL-111A-T2,,Pellet,,"6, 7",3,,0.3,5.7,EC,3/30/23,3/30/23,1.00E+06,233,213,204,8.67E+09,5.94E+08,1.65E+11,1.13E+10,6.90%,,
FDL-111A-T3,,Pellet,,"6, 7",3,,0.3,5.7,EC,3/30/23,3/30/23,1.00E+07,35,30,28,1.24E+10,1.44E+09,2.36E+11,2.74E+10,11.60%,,
FDL-111A-T4,,Pellet,,"6, 7",2,,0.3,5.7,EC,3/30/23,3/30/23,1.00E+07,32,37,,1.38E+10,1.41E+09,2.62E+11,2.69E+10,10.20%,,
FDL111B-T8,,,,"6, 7",2,,0.3,5.7,EC,4/4/23,4/4/23,1.00E+07,42,44,,1.72E+10,5.66E+08,3.27E+11,1.07E+10,3.30%,,
FD-23-0008,,,,"6, 7",2,,0.3,5.7,EC,4/4/23,4/4/23,1.00E+07,65,70,,2.70E+10,1.41E+09,5.13E+11,2.69E+10,5.20%,,
FDL-111A-T2 5% SiO2,,Bulked powder,,"5, 6, 7",2,,0.3,5.7,EC,4/5/23,4/5/23,1.00E+05,144,147,,5.82E+08,8.49E+06,1.11E+10,1.61E+08,1.50%,,
FDL-111A-T3 5% SiO2,,Bulked powder,,"5, 6, 7",2,,0.3,5.7,EC,4/5/23,4/5/23,1.00E+05,268,246,,1.03E+09,6.22E+07,1.95E+10,1.18E+09,6.10%,,
FDL-111A-T4 5% SiO2,,Bulked powder,,"5, 6, 7",2,,0.3,5.7,EC,4/5/23,4/5/23,1.00E+05,34,30,,1.28E+08,1.13E+07,2.43E+09,2.15E+08,8.80%,,
FDL-111A-T2 TMC1,,Bulked powder,,"5, 6, 7",2,,0.3,5.7,EC,4/5/23,4/5/23,1.00E+05,175,156,,6.62E+08,5.37E+07,1.26E+10,1.02E+09,8.10%,,
FDL-111A-T3 TMC1,,Bulked powder,,"5, 6, 7",2,,0.3,5.7,EC,4/5/23,4/5/23,1.00E+05,251,265,,1.03E+09,3.96E+07,1.96E+10,7.52E+08,3.80%,,
FDL-111A-T4 TMC1,,Bulked powder,,"5, 6, 7",2,,0.3,5.7,EC,4/5/23,4/5/23,1.00E+05,24,22,,9.20E+07,5.66E+06,1.75E+09,1.07E+08,6.10%,,
FDL-111C-T10,,Pellet,,"6, 7",2,,0.3,5.7,EC,4/5/23,4/5/23,1.00E+06,194,186,,7.60E+09,2.26E+08,1.44E+11,4.30E+09,3.00%,,
FDL-111C-T11,,Pellet,,"6, 7",2,,0.3,5.7,EC,4/5/23,4/5/23,1.00E+07,38,34,,1.44E+10,1.13E+09,2.74E+11,2.15E+10,7.90%,,
FDL-111C-T12,,Pellet,,"6, 7",2,,0.3,5.7,EC,4/5/23,4/5/23,1.00E+07,36,37,,1.46E+10,2.83E+08,2.77E+11,5.37E+09,1.90%,,
FDL-111D-T13,,Pellet,,"6, 7",3,,0.3,5.7,EC,4/6/23,4/6/23,1.00E+07,43,36,40,1.59E+10,1.40E+09,3.01E+11,2.67E+10,8.90%,,
FDL-111D-T14,,Pellet,,"6, 7",3,,0.3,5.7,EC,4/6/23,4/6/23,1.00E+07,40,36,36,1.49E+10,9.24E+08,2.84E+11,1.76E+10,6.20%,,
FDL-111D-T15,,Pellet,,"6, 7",3,,0.3,5.7,EC,4/6/23,4/6/23,1.00E+07,57,40,52,1.99E+10,3.49E+09,3.77E+11,6.64E+10,17.60%,,
FDL-111D-T16,,Pellet,,"6, 7",3,,0.3,5.7,EC,4/6/23,4/6/23,1.00E+06,251,252,241,9.92E+09,2.43E+08,1.88E+11,4.62E+09,2.50%,,
EDKLUB02202302,,Bulked powder,,"5, 6",3,,0.3,5.7,EC,4/7/23,4/7/23,1.00E+06,61,68,,1.72E+09,1.98E+08,3.27E+10,3.76E+09,7.70%,,
EDKOKO02222302,,Bulked powder,,"5, 6",3,,0.3,5.7,EC,4/7/23,4/7/23,1.00E+05,146,121,,3.56E+08,7.07E+07,6.76E+09,1.34E+09,13.20%,,
FDL-105K-T42,,Bulked powder,,"5, 6",3,,0.3,5.7,EC,4/7/23,4/7/23,1.00E+05,162,140,,4.03E+08,6.22E+07,7.65E+09,1.18E+09,10.30%,,
FDL-105K-T44,,Bulked powder,,"5, 6",3,,0.3,5.7,EC,4/7/23,4/7/23,1.00E+05,43,42,,1.13E+08,2.83E+06,2.15E+09,5.37E+07,1.70%,,
FDL-105EF-T24 TMC1,,Bulked powder,,"6, 7",3,,0.3,5.7,EC,4/7/23,4/7/23,1.00E+06,57,61,,1.57E+09,1.13E+08,2.99E+10,2.15E+09,4.80%,0.298,Water Activity= 0.298
FDL-105EF-T24 TMC2,,Bulked powder,,"6, 7",3,,0.3,5.7,EC,4/7/23,4/7/23,1.00E+06,79,80,,2.12E+09,2.83E+07,4.03E+10,5.37E+08,0.90%,0.301,Water Activity= 0.301
